tvshow,supachalasai,sinthorn,social,food,blueplanet,bangrak,siam,ratchada,isolate,silom,home,lumpini,wahkor,beauty,library,chalermthai,korea,mbk,family,chalermkrung,klaibann,siliconvalley,region,cartoon,jatujak,rajdumnern,horoscope,religious,gallery,theoldsiam,camera,gadget,greenzone,art,writer,pantip,uid
8,1,4,3,42,887,6,6,105,41,5,2,18,2,10,11,1,5,5,17,3,33,1,371,0,5,0,1,4,108,2,16,0,2,2,0,1,nryxyimlsiZnCQ1FDVh
173,795,16,16,5,11,16,17,8,63,22,1,8,19,10,27,8,391,0,6,76,15,2,6,0,4,6,0,2,0,1,1,0,2,0,0,1,nvn8wu3p2ni8xvzI5E9
11,12,37,55,40,49,30,38,33,531,34,146,36,260,10,60,2,4,5,11,9,15,18,25,1,109,86,17,6,5,6,0,4,21,1,0,0,pcrr3vd2oCao1YpyPHC
13,17,459,111,34,22,23,44,145,12,159,71,49,196,17,55,6,1,28,11,1,13,49,14,93,28,21,4,2,1,5,3,3,15,2,0,0,p78dz3fsu15yKwsbvR4
171,16,38,50,553,160,45,34,81,41,46,60,50,16,15,21,45,33,7,17,6,28,3,58,4,5,15,14,46,25,9,2,6,2,1,3,1,p504082v5Or26gdVAi7
214,27,11,27,492,229,23,29,12,163,10,7,54,15,46,20,38,28,2,15,52,5,2,103,4,15,0,12,4,47,1,9,1,1,0,4,4,pg627zmszg7X1TN25J6
37,12,38,268,140,233,21,34,108,8,54,59,46,41,104,18,153,7,32,21,11,44,6,23,11,115,3,2,5,30,12,18,5,4,1,2,0,pf6e5r7ywyO5nArl1PF2
73,210,541,90,24,33,20,36,27,16,220,39,30,69,12,63,28,8,12,10,5,14,19,15,9,5,58,5,6,2,6,6,10,1,3,0,1,ovqtiaejlA2N7XsPghd
265,32,134,56,350,132,8,11,27,6,57,84,164,70,57,19,8,5,10,15,19,24,1,74,3,22,4,0,13,14,19,5,3,12,2,0,0,pdqjdzl1kvC3YRo24WZ
134,35,104,74,117,82,18,96,88,37,246,54,121,26,92,57,65,13,25,21,21,29,22,23,27,41,2,20,4,15,0,5,8,0,2,0,1,oxzbgkc8tdr6OVHsXM5
70,153,182,94,55,18,28,31,34,6,177,210,36,105,3,20,74,2,63,12,4,6,120,7,10,28,88,5,2,0,14,1,53,12,1,0,1,peicfkjcd09hEQ0cKtT
76,71,117,74,83,42,39,35,76,188,110,53,55,95,29,35,56,192,47,19,83,17,39,8,5,12,0,3,2,14,14,9,16,5,3,2,1,pdqgw350bznb25IEnB4
142,247,6,87,5,6,131,159,2,31,11,4,104,46,75,85,71,3,10,61,13,9,10,3,15,42,12,25,296,2,2,1,1,0,4,2,2,pfdpgecaeLGiApPOM1g
34,3,42,573,106,26,142,132,37,1,71,59,96,26,15,17,6,5,15,93,4,15,13,23,4,116,3,7,10,1,11,0,6,11,1,1,0,oi4n4a8ggko5jvJCh9a
223,32,65,40,22,33,5,18,43,125,93,22,12,66,7,140,76,424,20,5,128,15,22,16,3,7,12,2,9,13,3,3,2,0,16,1,1,p9btn5e8k7fDHBVaW5u
9,4,26,55,85,495,23,71,36,4,50,14,30,13,17,78,3,21,11,12,2,503,3,77,0,9,0,3,11,11,26,9,2,4,6,1,0,ooimu2g49RXpnJMWGM6
11,8,10,18,636,499,20,6,33,2,8,23,37,0,50,8,3,28,6,20,4,19,2,123,3,11,0,5,6,93,5,21,2,2,2,0,0,p6jglv7wluKM2uv55G9
149,2,8,5,1,15,4,7,2,68,1,1,8,3,15,14,28,1174,8,0,183,4,4,1,11,0,1,0,2,1,0,1,0,0,1,0,1,pf7vtosyxi4lPVI9Pc2
19,24,65,136,159,59,63,62,51,24,82,227,255,70,105,26,8,5,34,71,8,33,12,15,3,50,2,5,6,3,22,1,10,8,0,0,0,pevwxkp1gf3tADhwEM0
17,742,18,62,133,27,6,16,292,1,19,20,36,190,8,23,6,1,2,3,4,2,9,24,5,6,1,5,3,8,3,4,17,4,5,0,0,p7b44o92aUcMVePu7C8
17,240,43,82,263,17,76,153,15,12,48,38,100,250,31,50,4,2,7,147,5,11,13,14,4,21,2,10,7,2,19,2,1,9,5,1,1,pg04srg7p7CvxLKC425
22,1671,0,1,0,0,0,3,1,1,0,0,3,2,3,4,0,1,0,1,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,nnbghynqbpmXHyV81Ey
67,513,41,36,54,95,16,30,69,15,38,55,33,113,34,40,133,4,28,19,5,60,34,21,17,6,4,2,0,29,5,60,30,15,1,0,0,olz3kzbkm8IlB3Q1o5S
600,27,26,48,24,12,14,8,14,270,22,7,19,19,21,28,320,22,13,14,83,11,1,8,70,6,0,1,1,2,3,0,0,3,1,0,4,ow0tx6xx2yG0hQhtEqJ
11,9,947,170,16,61,14,27,37,4,126,35,27,18,26,39,3,7,35,5,4,30,9,11,1,3,23,3,2,3,11,1,2,1,0,0,0,pd64y12t7Utqh5o65x
191,931,8,3,3,2,7,7,0,38,6,0,3,5,22,5,37,370,0,3,69,2,1,1,1,0,0,0,1,2,0,1,0,1,0,0,1,oj30uqtnxcrwz5SpW9E
233,819,57,49,9,12,35,16,7,35,44,64,62,9,35,22,24,7,7,59,10,13,17,11,0,13,37,1,0,5,2,2,4,0,1,0,0,ova0j1iubzoZIXD3neJ
667,41,15,12,42,107,16,34,21,234,8,16,68,10,196,14,34,11,30,16,46,26,15,11,0,2,0,4,0,11,2,7,0,2,0,1,1,ozyj441qt
77,2,4,89,6,3,575,556,0,38,11,2,62,11,40,21,75,1,5,17,10,6,9,2,2,4,5,47,36,0,0,0,1,1,0,1,1,pgqmjf1ea49ficYqLhbG
150,6,85,188,189,49,102,59,53,26,110,79,96,18,26,28,12,6,7,274,11,27,4,25,1,16,0,13,10,10,20,3,1,8,4,2,1,on74jtfp7EEdn1f9187
164,9,15,85,325,18,10,87,9,17,46,37,100,66,265,24,31,10,2,49,19,16,0,21,3,217,0,10,33,11,6,1,7,3,2,0,1,pak7nn456U632a20z62
398,3,10,35,324,227,9,13,34,215,22,23,71,15,58,20,24,7,8,24,34,11,5,56,1,8,11,0,12,29,4,1,0,4,1,1,0,pc9uuc2oAKnWM8kNXF
37,461,16,30,7,22,26,72,35,37,9,16,35,311,56,120,76,3,55,19,33,20,66,7,64,12,44,5,4,4,1,4,0,4,6,0,0,pdar7bsBw134Wu1Wg
1,4,5,7,93,865,4,3,39,4,9,5,2,2,4,7,1,1,3,14,0,1,0,384,0,12,1,1,6,191,2,36,1,4,3,0,2,pax94ckslujFX6zcGcR
1144,14,25,39,12,20,15,18,9,15,15,8,26,40,12,72,75,17,2,6,19,16,4,32,3,18,4,4,9,0,5,0,0,1,5,2,10,pfa6h533n7C5zw8Ub3wO
7,6,786,124,16,9,71,85,13,3,309,18,30,53,1,62,5,1,8,16,1,12,4,9,3,12,8,5,5,1,22,0,0,5,4,0,2,p8jkpcfv6u9aJSqYdj6
87,37,161,154,75,23,48,49,38,2,149,277,148,21,140,9,23,8,94,58,12,11,8,10,2,5,2,30,5,2,10,1,10,3,1,3,0,ow4eka1lwSUKHwPuDgs
168,19,34,58,171,198,60,35,21,32,46,75,39,45,70,29,41,187,50,15,26,21,21,31,13,36,0,11,0,78,11,65,4,3,1,1,0,p22jjx73dsTNC5bN7U6
401,1099,1,6,23,1,3,9,2,37,2,10,12,6,13,2,29,12,1,2,19,1,1,5,5,8,0,3,0,1,0,0,0,0,0,0,1,oj8ojm6npYZ1611S660
12,30,744,94,6,33,45,36,214,6,60,74,16,151,3,27,5,1,8,15,1,8,23,28,0,31,4,6,6,6,5,2,4,9,2,0,0,pcz6ktffjVaoaRTIAKf
7,12,35,59,150,272,69,38,26,4,27,30,101,9,28,30,9,11,13,546,1,143,5,31,3,7,1,10,8,11,6,0,9,2,1,0,0,ozum7t81vOaHfjLwqIQ
16,26,44,38,269,94,14,64,26,45,39,72,72,24,593,8,2,2,31,7,16,25,30,7,2,29,2,50,6,7,1,27,20,2,3,0,1,p1fn18p0f
13,578,39,35,3,19,2,15,758,6,35,4,29,22,7,41,9,0,1,18,1,13,0,22,29,0,7,0,4,1,0,0,0,1,1,0,1,p8rph8689VMxs0XbA7t
38,1205,27,15,8,45,5,21,8,24,28,3,28,22,103,9,41,1,15,2,4,15,5,4,5,8,2,16,5,1,0,1,0,0,0,0,0,p7ezfc4ivDUu1h98GAo
239,92,56,107,109,136,65,37,20,52,64,48,90,57,124,70,85,15,8,68,32,26,5,32,5,13,0,4,12,13,17,0,0,2,6,3,1,p23cda83l
580,6,7,24,14,8,58,22,3,60,11,2,15,6,19,35,68,611,7,7,59,10,9,0,19,10,1,14,0,0,4,1,0,1,2,4,15,ood0ciina3vYJsS2jB5
49,168,38,67,21,44,7,15,53,73,25,258,19,73,17,23,115,5,359,4,36,15,82,7,77,5,5,4,2,11,0,6,21,4,4,0,0,pfsvdqbgqtzVCd5HcWc
290,33,21,78,10,14,18,39,81,29,20,12,108,41,39,30,53,19,342,14,14,9,104,5,5,15,6,13,36,14,25,140,21,2,3,6,3,p8ts4wkw3NceuBohXfm
36,11,85,401,53,36,78,47,350,21,61,133,42,24,25,19,16,3,28,100,16,11,15,30,6,14,7,3,7,8,5,4,9,6,2,0,0,p1p91a1sq2VyvKLVHhc
158,40,31,90,180,331,62,41,34,38,45,29,104,35,122,33,23,64,18,28,19,42,8,50,2,18,0,2,4,27,11,9,3,3,7,1,0,p9g51snns4SgHxikX7t
98,373,141,129,45,52,71,28,35,69,103,84,49,44,31,38,37,4,61,22,51,29,36,17,7,6,14,3,3,3,16,5,2,3,1,1,0,oqp5h8lbxBwHNet6G6y
57,65,64,64,14,27,48,26,16,22,52,370,13,23,12,7,38,0,58,12,5,3,205,29,7,283,0,5,3,7,1,86,66,20,0,0,1,p88j49dwpc6sVd0qode
796,365,5,9,14,5,2,6,0,8,24,4,6,2,10,15,20,301,2,12,62,4,8,4,1,3,5,0,3,0,0,1,1,2,0,0,8,pdghan5gddJc1O5xMql
197,1370,1,1,4,13,2,6,4,7,1,7,7,1,20,4,7,5,2,4,0,2,1,6,0,19,0,1,0,3,0,7,0,1,2,0,3,p6sr9fmjs64RM6t51c9
21,258,443,152,2,5,207,150,28,7,12,3,149,99,30,51,9,0,0,19,2,2,3,12,3,1,3,5,6,1,14,0,10,0,1,0,0,pfeu0gxwg759wHVa8kZ
172,276,75,122,97,89,94,68,48,61,97,58,85,64,28,48,29,9,22,26,21,33,4,16,2,21,4,4,2,6,14,1,1,5,2,1,2,omsvw4de3yOecs43hC1
64,279,296,150,11,53,21,33,338,37,89,52,15,32,72,14,12,5,35,8,7,6,8,26,1,5,11,2,2,4,3,6,7,3,0,0,0,pbl3j8r9fMBTanVVRqd
494,5,20,43,91,147,37,61,11,62,37,15,26,9,159,44,175,20,5,19,100,54,1,12,25,5,5,6,5,2,6,1,0,0,1,1,2,pfmc8w11fpC5XAAxhT9N
59,475,122,204,97,39,24,22,41,33,52,88,51,48,29,25,16,12,132,10,6,15,16,14,1,40,5,2,6,2,10,2,2,3,3,0,0,p382is65i9X8JkmqEvs
93,14,29,47,131,98,63,73,19,54,43,39,126,28,504,33,21,36,12,19,13,23,8,47,14,14,0,8,1,45,10,22,3,5,7,2,2,pgq3b9hbnb1j99Ms0oU
475,8,153,31,5,5,4,22,25,125,24,13,41,12,26,6,189,387,18,2,54,3,22,1,17,19,3,2,1,2,4,0,3,1,1,0,2,pdgkg2sqa3CYwjh2ikM
195,32,36,91,87,22,43,75,16,51,50,24,30,43,16,81,29,550,32,37,61,34,10,11,4,2,8,5,12,0,0,1,6,1,1,5,4,p5ehcgfzy2OY5Ur7CMy
114,3,92,96,73,35,51,182,20,41,98,251,114,19,144,52,32,42,8,61,55,14,5,30,1,13,32,4,1,12,1,5,0,2,0,1,1,oqcwftaqlk1R5rtom1M
39,177,200,169,57,35,79,40,63,17,101,176,93,29,25,15,5,4,7,37,15,15,5,16,1,31,105,5,12,2,87,2,4,34,0,3,0,ogfkwle1nsz10L0gKlc
316,137,67,70,58,133,41,35,78,96,83,67,66,44,134,37,43,21,12,22,28,16,4,36,4,11,8,6,3,7,10,0,2,5,1,1,3,pec1n06wl5WQHnk0c9D
33,14,262,104,36,31,295,186,73,7,136,89,53,76,55,24,7,1,41,19,18,18,23,15,2,4,6,11,13,8,18,2,16,6,1,0,2,pj8v5ahdgw80SdaB1gK
25,306,107,8,4,2,10,9,11,971,14,9,7,2,10,3,17,4,23,1,129,2,9,7,2,3,1,1,1,1,0,1,2,0,0,0,2,onio3agrbNZ449u0Z6t
13,29,31,156,262,221,93,53,92,7,22,128,161,11,105,5,4,7,38,77,2,12,5,33,1,13,2,2,7,43,9,35,15,6,3,0,1,ow5ctdmshgvj5j0vIAg
4,35,18,75,14,20,131,300,59,17,11,8,165,27,627,19,8,0,42,36,8,1,43,11,2,4,4,2,5,2,0,2,2,0,1,0,1,pdrgnk1ukxLCs2GzGg4
33,14,56,93,129,328,18,52,37,110,62,19,40,10,103,113,32,48,71,17,19,121,24,28,75,6,4,10,8,1,3,3,7,4,3,1,1,p8f7mtj3weZwRYGvqBz
159,15,7,69,9,28,32,134,9,185,18,13,63,28,3,56,302,2,3,110,276,3,5,21,66,6,2,1,4,31,7,19,1,1,3,6,5,pfgck22np4eAkW98BeFD
42,40,20,148,160,131,100,87,87,5,50,75,224,14,137,21,27,16,36,70,9,51,4,33,1,11,2,23,11,13,26,6,8,4,2,8,0,pa90ck8mbRmPf3ik0Tm
29,39,82,108,143,329,38,47,75,21,65,29,48,266,28,63,43,17,35,10,10,57,11,27,7,14,4,6,3,19,6,7,5,10,1,0,0,pfx77ppv3zIyUX3lBKl
99,28,18,31,23,10,48,36,9,1001,14,9,16,19,15,16,41,11,12,10,167,8,15,9,6,10,0,3,1,2,6,5,2,0,2,0,0,p4p7z6le3CJS6mSLvyB
158,45,8,6,3,3,5,62,0,492,12,0,7,15,4,75,107,103,5,4,169,1,16,2,389,0,7,1,0,0,0,0,0,0,1,0,0,pa7pwrhkjFxQSNs1uqf
42,45,198,60,95,43,58,78,70,28,117,36,101,47,110,55,21,266,54,16,48,15,29,10,12,5,12,2,5,6,2,1,8,2,2,0,0,oz37s4nas6eze513G61
273,413,24,99,5,8,256,129,26,90,17,20,43,11,28,17,18,3,2,125,11,12,5,13,1,8,3,0,4,5,10,1,2,12,2,3,0,ogcqnw7y2w96hsI8r3o
1321,1,5,4,0,3,7,5,0,55,0,0,0,0,4,23,102,1,0,1,10,1,0,0,133,0,0,0,0,1,0,0,0,0,0,2,20,oxdqezl8qh5DHGxjNdv
78,20,85,79,32,105,15,100,11,62,135,25,31,80,21,235,103,25,13,21,70,99,12,37,41,12,16,18,61,14,9,17,0,3,9,3,2,ov299rg2vEBOLWczQ3J
80,33,65,53,9,8,33,31,25,37,52,11,28,101,12,60,13,1,16,11,37,8,7,17,5,10,568,28,319,1,6,0,1,7,2,1,3,pfl8m874t73em3wohC1X
146,25,1,4,0,0,1,4,0,55,5,2,0,5,2,11,1149,29,6,9,15,1,33,0,184,3,0,0,1,0,0,0,3,0,4,0,0,pg0m6g5y9u7Q4s0LrYP7
320,18,62,86,149,110,77,36,35,207,45,68,44,24,39,16,30,20,16,52,45,25,8,37,3,26,1,20,3,30,9,5,3,8,6,11,4,okxoywgm6oIgK1WZKr
375,6,40,79,167,81,29,50,64,191,59,67,53,50,44,42,40,2,19,33,24,27,20,23,0,51,14,6,13,17,3,6,0,1,1,0,1,pgoqhn1rwvioe3m9lY3u
78,10,33,47,397,382,27,10,44,16,27,60,21,29,12,31,39,21,82,31,14,93,11,40,2,39,4,6,2,58,11,12,1,4,2,1,1,p8rhit9tuSsBx4hEe5J
21,22,53,216,213,113,20,28,348,16,52,57,87,26,23,17,18,1,16,8,6,12,2,152,3,10,38,18,16,10,43,5,8,10,8,1,0,p0y3uteb2HbPEcFn5re
242,1169,5,9,2,27,1,3,12,88,7,2,17,4,22,17,10,1,0,2,36,7,0,2,0,1,9,0,0,1,0,0,0,0,0,0,1,oiooy4abjbI4Hm77olm
357,8,44,193,144,115,118,57,40,16,52,76,45,9,25,30,9,8,5,91,11,183,3,14,2,10,2,3,3,5,10,1,0,5,2,0,0,phmf5fvqmI61QKdxMXe
243,155,54,129,196,47,57,44,30,24,65,74,58,96,31,120,22,18,14,41,30,54,4,12,5,27,3,4,7,3,11,2,2,7,2,1,3,ojvq6er6lQSZC9edWPV
19,2,49,29,371,308,19,20,23,37,200,33,52,10,183,13,1,15,4,17,5,27,5,126,2,38,0,0,1,46,3,17,1,13,6,0,0,pgxo6yn7a99gM0TeXJA
153,86,51,212,27,31,73,80,19,21,96,27,285,13,183,22,63,4,112,19,11,14,8,12,2,13,6,9,7,1,16,2,8,0,2,7,0,pd9iql2576VYv4Meq2
66,399,49,42,33,37,19,18,37,544,37,25,30,15,17,14,54,6,86,6,83,11,24,12,4,8,1,0,1,2,1,2,4,2,1,2,1,p87bnok79sjof4iTVly
914,23,22,99,21,20,35,40,13,50,40,10,25,72,9,59,33,6,7,25,55,4,5,30,7,6,9,17,10,0,5,0,0,3,3,3,12,oqlwu4c5z1qUpHx1rgb
28,8,1,11,7,7,7,18,4,2,12,10,4,9,6,74,109,15,11,6,24,6,50,4,1194,14,1,2,1,0,0,6,9,1,25,6,0,pdjwxuusjGI1qqw58UC
28,205,75,193,46,10,73,83,20,35,62,26,387,18,341,3,5,1,5,29,13,8,2,5,1,1,1,1,3,2,5,1,0,3,0,0,1,pg3uzh6wk4mBCABSkZ8Q
576,471,21,22,12,13,6,7,6,27,7,7,20,8,44,13,82,221,33,0,22,7,24,4,7,7,4,1,4,5,2,1,2,0,0,1,5,nvfeld3ha68kq6xpGjv
112,16,62,121,260,146,50,110,130,9,55,91,53,34,84,18,37,7,29,72,15,26,11,24,5,17,0,33,4,12,5,7,14,4,1,16,1,oznb2af90
147,34,144,100,55,289,51,35,48,27,123,78,61,48,51,28,18,16,105,19,18,29,21,20,6,16,2,2,1,52,13,15,16,3,0,0,0,pcyqlihaosKkVYZxWpx
111,4,200,71,70,40,13,45,630,77,64,28,47,7,25,6,39,1,23,11,20,2,86,25,9,5,3,3,4,0,0,2,19,0,0,0,0,ouckz8nilPdpqGoGhRK
39,29,56,110,369,69,59,62,47,14,90,73,136,12,317,31,6,11,6,29,4,31,3,30,0,12,2,3,7,4,21,0,1,4,1,0,0,oyvbbtgsjHlEx2aTHny
21,60,867,134,9,15,41,30,33,0,75,24,17,16,4,12,1,0,6,4,3,10,7,20,2,1,257,3,4,0,5,0,1,5,0,0,0,pbgclb2fpgsZU59hI4l
638,40,43,79,48,62,44,26,13,210,38,17,32,68,38,44,11,5,49,69,22,49,7,6,2,1,1,10,4,5,3,1,0,0,1,0,1,ns05mok2cBjyIPp0Bn9
127,1428,3,6,0,4,1,7,8,37,1,2,14,4,7,3,3,1,0,1,3,2,0,10,1,0,3,2,2,1,0,3,1,0,1,1,0,o6i0toqryUyXw3ZNkhH
2,2,11,137,7,6,856,417,6,4,8,5,51,0,104,3,1,0,2,24,2,1,4,3,0,3,0,8,6,0,11,0,1,1,0,1,0,p6ge7shknKppX3624oI
15,1593,1,5,1,4,1,7,3,5,4,5,4,7,6,3,0,1,1,2,2,0,4,7,0,1,0,0,1,0,1,1,0,0,0,0,1,pct9bwfwtH0Ethqq0BB
43,746,25,65,15,12,239,155,22,19,29,2,27,18,22,22,47,2,12,47,12,15,11,9,7,0,24,0,5,4,7,1,1,1,1,1,16,owcxxgb80vGvnFzu0GV
123,41,213,110,28,30,102,93,61,67,138,31,49,60,17,49,59,1,71,24,19,13,24,11,132,22,1,66,14,0,7,1,2,3,2,0,0,pg1xmm8y5y5Vi8ksLK9R
117,28,68,240,51,24,23,51,68,72,106,81,152,123,195,41,11,6,55,23,24,6,27,12,2,19,26,3,6,4,8,0,1,8,1,0,0,pfn3mft3Vo6Se6sz7Y
15,1121,2,0,0,2,0,1,1,51,1,4,3,1,0,4,9,0,0,1,0,1,4,0,458,1,0,0,1,0,0,0,0,0,0,0,0,pe20qc360JDQgNxqOdO
177,6,3,16,3,14,14,17,1,34,5,3,19,13,44,64,492,548,8,8,111,5,18,0,30,2,2,2,2,4,0,9,0,0,5,0,2,pd96jpcpqMFLzCT6j10
429,42,84,136,59,63,104,53,42,121,125,61,34,28,46,38,26,22,10,36,29,28,12,13,4,9,3,3,2,1,11,1,1,2,2,0,1,p06ypd17f
78,1319,14,16,3,18,4,6,16,13,18,5,19,7,12,20,18,3,0,5,8,12,0,8,4,0,1,47,4,1,1,0,0,0,0,0,1,p8cvpj4jxg2TOrql7C7
31,71,20,102,197,78,96,51,11,4,33,33,491,15,263,11,0,12,4,35,7,11,1,15,0,6,0,5,2,12,33,1,22,7,0,0,0,pfypgau7q1wEe9n3LCp
253,10,5,21,2,21,31,37,0,52,16,3,15,13,18,46,62,320,0,8,674,33,2,5,5,0,7,0,15,2,0,0,0,0,3,0,0,p55x9d3i4GEAGnrNx4x
9,19,35,96,6,34,4,7,575,5,18,42,11,16,23,6,1,5,25,2,3,3,20,32,2,13,353,0,3,23,2,145,134,6,0,0,0,p0ex62a8yST6SZAIr3M
231,10,37,18,3,6,5,14,1,38,9,23,6,19,7,20,506,9,90,5,28,4,460,2,74,5,8,1,4,0,0,5,24,0,6,0,0,p26uovbpm39R4r3W1An
26,39,521,18,3,15,25,45,187,382,45,5,110,14,31,3,41,1,17,10,86,1,23,6,4,0,9,1,4,0,2,0,4,0,0,0,0,pf3jhp6on1XeUYVlwFAJ
25,1524,8,11,1,7,0,7,9,2,2,10,2,8,6,29,3,1,1,4,3,6,1,3,0,0,2,2,0,1,0,0,0,0,0,0,0,nu8emhc1rzxIwFtF0BE
51,18,100,330,36,20,273,126,41,8,135,56,89,12,44,23,11,3,8,195,6,21,2,12,1,7,5,5,10,3,18,1,1,3,0,3,0,p0xmti4cycF5Kz5BSeE
255,33,54,65,91,106,43,55,30,19,110,45,61,25,101,32,76,68,42,28,83,40,31,23,7,9,4,1,1,14,5,81,29,3,1,2,4,oupg8id6n71szEhWoYi
59,71,73,74,75,44,52,51,60,21,66,44,106,321,28,97,40,7,23,28,10,26,27,21,162,37,2,6,13,2,7,1,7,10,4,2,0,p0qnwzjsv
707,0,0,5,30,9,13,15,3,171,3,0,3,3,2,87,57,14,4,6,42,2,4,2,461,3,0,6,7,1,0,0,1,0,2,7,7,ozk34cowwAA4GNegBcE
7,1,4,72,4,134,363,520,0,31,40,4,48,5,11,74,8,0,21,40,4,223,29,4,21,0,0,1,2,0,1,0,2,1,0,2,0,pdr13wedcPwk8nyadMo
26,55,278,151,63,95,104,71,97,7,172,201,31,14,25,23,5,2,24,17,2,7,23,22,1,9,26,4,6,30,19,42,10,7,6,1,0,p6g844k5rth7tJLVI5v
297,712,38,53,72,25,22,24,36,30,18,64,23,48,20,17,9,9,46,35,10,6,15,15,0,10,3,3,3,1,3,1,2,3,1,0,2,ovivzvjjv16feAw9JMH
64,124,44,110,77,199,55,92,78,14,57,43,71,89,83,65,64,21,28,26,40,41,39,61,10,7,13,5,9,26,5,7,4,2,1,0,2,oqzfzbc2oUtT14zBOf9
4,1,148,26,15,29,0,14,1034,27,24,31,59,12,78,3,5,3,34,12,5,1,17,10,65,12,0,1,0,0,0,1,1,1,0,1,1,p9dkaie8ihiJ0Ly282n
45,40,33,27,31,30,15,20,61,21,32,28,63,30,20,44,219,9,35,11,11,4,63,15,694,23,0,0,5,7,9,8,11,4,7,0,0,p6jzo9h4kREpIp7XDpL
70,23,30,63,75,231,64,84,22,21,44,130,108,55,107,27,26,3,65,75,17,50,25,21,8,81,1,22,6,69,15,15,3,9,2,7,1,o5asj9p0095Iw6as1Le
222,57,102,159,104,87,91,58,77,15,61,81,41,26,27,34,58,10,57,60,17,37,7,30,0,20,4,3,10,18,43,33,6,4,1,15,0,ph8sfpuhvJLPE21B8gB
170,8,60,207,123,15,223,135,15,22,95,163,74,13,28,25,6,5,3,154,5,11,5,16,1,21,2,5,2,3,41,0,2,8,2,4,3,pcxe27acvlPXIREMd4m
154,68,83,133,37,80,74,71,79,31,75,223,55,66,34,58,28,6,34,29,18,28,16,48,1,18,19,6,17,35,9,14,15,5,2,3,1,p4y1v0xdhSn19kIk1Ub
48,13,45,98,301,202,65,52,19,34,62,40,65,50,47,64,8,26,11,44,18,260,11,28,1,25,2,2,4,11,9,1,1,3,3,0,0,pfkmlhod3n0eRjIZi6w
425,6,43,125,103,31,221,69,14,6,88,33,38,16,70,30,32,6,1,213,17,50,1,4,2,4,1,3,8,1,8,0,0,0,1,3,0,pg8umt8oa9ikqEJfP3s
129,188,41,88,14,19,151,139,24,35,44,16,54,23,48,52,7,160,40,36,41,16,81,7,4,7,5,136,13,6,2,31,0,7,4,4,1,ottzfvd43acFujeB4YE
36,9,3,53,5,4,57,92,4,131,10,6,18,27,5,60,102,9,23,19,11,7,103,3,827,6,10,2,4,1,0,1,4,0,16,4,0,pcbdw616d1xaARShwm6
74,1263,26,16,15,7,5,8,7,35,9,15,20,1,11,3,41,2,68,2,1,1,14,6,1,0,1,0,0,8,0,2,5,0,0,0,5,pczv9fgswYy8pUvgS5a
1,3,253,104,51,11,95,39,96,6,128,529,63,14,15,8,3,0,12,54,0,6,22,29,2,6,2,96,7,1,4,0,2,6,0,2,2,pf6exruu9wzV4M3zOJ1
229,6,40,128,191,94,26,16,76,37,40,109,50,48,77,29,96,14,140,73,13,7,35,29,4,17,2,4,2,5,7,1,21,3,1,2,0,p70b045br8KreVYgMP7
15,881,221,26,2,54,9,7,11,4,30,9,31,13,4,8,1,0,236,18,1,7,25,8,2,1,7,1,2,12,3,3,18,0,0,1,0,oxn90fo44TuhM1omBcX
49,43,12,21,4,3,10,14,46,632,11,7,8,12,6,45,218,1,130,3,124,1,30,7,216,1,2,0,1,1,0,0,6,0,5,1,1,p8ta86fvrhNQTW3ezxr
104,711,267,25,4,150,4,32,10,73,35,22,31,5,76,22,9,2,9,2,5,21,0,6,0,6,2,1,0,16,1,20,0,0,0,0,0,p5ssir26NCKoa8klLm
13,6,140,406,9,37,98,74,92,10,67,104,123,11,23,22,5,1,7,70,0,18,4,39,0,9,3,8,15,5,240,0,2,4,3,1,0,pe0z19ndeVTfXa7405q
349,5,44,85,46,46,62,59,4,10,35,58,75,16,18,67,23,12,61,145,8,279,30,6,1,47,3,6,7,1,46,0,1,5,6,0,3,p70e0ghgbHLp9iZsxS2
23,6,3,23,2,9,12,111,13,55,9,1,64,14,37,71,128,6,12,5,16,9,95,4,917,3,3,1,2,1,1,3,4,0,5,1,0,pf3vdta7hGp7olFqS4g
145,456,159,25,143,277,10,9,46,44,24,17,21,6,167,5,10,13,10,19,0,36,5,2,2,1,0,0,1,10,2,1,2,1,0,0,0,my3v1ipg3RBN6gru6Px
230,131,5,23,148,20,6,17,4,21,12,3,329,7,304,7,24,256,18,9,35,5,3,7,0,4,1,1,1,0,6,1,28,1,0,0,1,ovzxsbsr9YFWI37Bxtq
242,14,93,237,115,15,83,60,90,14,156,107,132,33,44,24,16,27,10,30,21,13,8,12,3,18,1,6,4,4,22,1,9,4,0,0,0,p4pm0idszj38yLxXVnm
122,125,12,24,8,24,21,17,6,156,13,3,2,4,10,9,15,628,264,4,92,9,26,7,21,0,0,1,0,20,2,13,2,0,1,1,6,peo0ortvn72z6nr26sX
48,33,911,46,9,13,15,32,12,33,72,13,38,28,21,50,22,0,61,7,18,6,48,6,82,1,17,1,12,1,1,0,5,2,0,0,2,peqtxx8xutFqOv6aVSv
70,9,78,56,45,259,6,12,121,26,50,27,17,284,4,120,146,15,19,10,15,27,20,137,12,12,5,2,7,13,2,5,10,9,5,2,9,oqjc4l2ck38LJXln4qk
